nama,jenis,provinsi,lat,lon,pm25_wilayah,kategori_wilayah,tanggal_besok,pm25_ramal_besok,kategori_besok,tanggal_lusa,pm25_ramal_lusa,kategori_lusa,api_5km,api_searah_angin,pm25_hulu_60km,tingkat_siaga,alasan
Tempoak,village,KALIMANTAN BARAT,0.6,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
SP2 Capkala,hamlet,KALIMANTAN BARAT,0.6,109.1,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Goa Boma,village,KALIMANTAN BARAT,0.7,109.1,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Suak Barangan,village,KALIMANTAN BARAT,0.7,109.2,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Babatn,village,KALIMANTAN BARAT,0.6,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Ansolok,village,KALIMANTAN BARAT,0.7,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Pajintan,village,KALIMANTAN BARAT,0.9,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Bilayuk,village,KALIMANTAN BARAT,0.6,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Beringin Baru,village,KALIMANTAN BARAT,0.8,109.1,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Pasti Jaya,village,KALIMANTAN BARAT,0.8,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Mekar Baru,village,KALIMANTAN BARAT,0.8,109.1,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Caokng,village,KALIMANTAN BARAT,0.7,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Roban,village,KALIMANTAN BARAT,0.9,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Siaga,village,KALIMANTAN BARAT,0.7,109.2,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Serindu,village,KALIMANTAN BARAT,0.7,109.1,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Sungai Garam Hilir,village,KALIMANTAN BARAT,0.9,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Amawang,village,KALIMANTAN BARAT,0.6,109.1,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Marunsu,village,KALIMANTAN BARAT,0.8,109.2,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Sendoreng,village,KALIMANTAN BARAT,0.8,109.1,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Bukit Batu,village,KALIMANTAN BARAT,0.9,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Aris,village,KALIMANTAN BARAT,0.6,109.1,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Maya Sopa,village,KALIMANTAN BARAT,0.9,109.1,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Capkala,village,KALIMANTAN BARAT,0.7,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Sagatani,village,KALIMANTAN BARAT,0.8,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Gerantung,village,KALIMANTAN BARAT,0.9,109.1,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Naram,village,KALIMANTAN BARAT,0.9,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Nek Ginap,village,KALIMANTAN BARAT,0.7,109.2,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Sabaka,village,KALIMANTAN BARAT,0.7,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Pahokng,village,KALIMANTAN BARAT,0.6,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Gutok,hamlet,KALIMANTAN BARAT,0.6,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Tikalong,hamlet,KALIMANTAN BARAT,0.6,109.2,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Bawat,hamlet,KALIMANTAN BARAT,0.6,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Keranji,hamlet,KALIMANTAN BARAT,0.7,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Pelanjau,hamlet,KALIMANTAN BARAT,0.7,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Cumbu,hamlet,KALIMANTAN BARAT,0.9,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Janyat,village,KALIMANTAN BARAT,0.9,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Papan Tembawang,village,KALIMANTAN BARAT,0.9,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Saka Taru,village,KALIMANTAN BARAT,0.9,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Lembah Bawang,village,KALIMANTAN BARAT,1.0,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Tempapan,village,KALIMANTAN BARAT,0.9,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Papan Uduk,village,KALIMANTAN BARAT,0.9,109.3,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Kinande,village,KALIMANTAN BARAT,0.9,109.2,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Godang Damar,village,KALIMANTAN BARAT,0.9,109.2,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
Separong,hamlet,KALIMANTAN BARAT,0.8,109.2,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,155.0,SIAGA TINGGI,diperkirakan besok tidak sehat; dan masih buruk lusa; asap tebal 60 km di arah angin (155)
