nama,jenis,provinsi,lat,lon,pm25_wilayah,kategori_wilayah,tanggal_besok,pm25_ramal_besok,kategori_besok,tanggal_lusa,pm25_ramal_lusa,kategori_lusa,api_5km,api_searah_angin,pm25_hulu_60km,tingkat_siaga,alasan
Dandang,village,KALIMANTAN TENGAH,-1.2,114.2,84.6,tidak sehat,2026-09-12,127.6,tidak sehat,2026-09-13,125.4,tidak sehat,0,0,27.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Lampahung,village,KALIMANTAN TENGAH,-1.2,113.9,84.6,tidak sehat,2026-09-12,127.6,tidak sehat,2026-09-13,125.4,tidak sehat,0,0,141.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kampuri,village,KALIMANTAN TENGAH,-1.4,113.9,84.6,tidak sehat,2026-09-12,127.6,tidak sehat,2026-09-13,125.4,tidak sehat,0,0,27.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Petak Bahandang,village,KALIMANTAN TENGAH,-1.1,113.9,84.6,tidak sehat,2026-09-12,127.6,tidak sehat,2026-09-13,125.4,tidak sehat,0,0,27.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Dirung Koram,village,KALIMANTAN TENGAH,-1.0,114.0,84.6,tidak sehat,2026-09-12,127.6,tidak sehat,2026-09-13,125.4,tidak sehat,0,0,14.7,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Jangkang,village,KALIMANTAN TENGAH,-1.2,114.2,84.6,tidak sehat,2026-09-12,127.6,tidak sehat,2026-09-13,125.4,tidak sehat,0,0,27.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mempawah Hilir,city,KALIMANTAN BARAT,0.4,109.0,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tengah,village,KALIMANTAN BARAT,0.3,109.0,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sengkubang,village,KALIMANTAN BARAT,0.4,108.9,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Duri II,village,KALIMANTAN BARAT,0.5,108.9,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pasir,village,KALIMANTAN BARAT,0.4,108.9,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kuala Secapah,village,KALIMANTAN BARAT,0.3,109.0,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Antibar,village,KALIMANTAN BARAT,0.4,109.0,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Dungun,village,KALIMANTAN BARAT,0.5,108.9,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pasir Wan Salim,village,KALIMANTAN BARAT,0.3,109.0,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pasir Palembang,village,KALIMANTAN BARAT,0.3,109.0,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Limau,village,KALIMANTAN BARAT,0.5,108.9,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Kunyit Dalam,village,KALIMANTAN BARAT,0.5,108.9,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Penibung,village,KALIMANTAN BARAT,0.4,108.9,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pasir Panjang,village,KALIMANTAN BARAT,0.3,109.0,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Semudun,village,KALIMANTAN BARAT,0.5,108.9,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pulau Pedalaman,village,KALIMANTAN BARAT,0.4,109.0,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sejegi,village,KALIMANTAN BARAT,0.4,109.0,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Bundung Laut,village,KALIMANTAN BARAT,0.5,108.9,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bukit Batu,village,KALIMANTAN BARAT,0.5,108.9,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung,village,KALIMANTAN BARAT,0.3,108.9,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mendalok,village,KALIMANTAN BARAT,0.5,108.9,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Kunyit Hulu,village,KALIMANTAN BARAT,0.5,109.0,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Kunyit Laut,village,KALIMANTAN BARAT,0.5,108.9,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Terusan,village,KALIMANTAN BARAT,0.4,109.0,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Bakau Kecil,village,KALIMANTAN BARAT,0.3,109.0,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Malikian,village,KALIMANTAN BARAT,0.4,108.9,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Semparong Parit Raden,village,KALIMANTAN BARAT,0.5,109.0,84.4,tidak sehat,2026-09-12,98.6,tidak sehat,2026-09-13,95.7,tidak sehat,0,0,112.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Karimunting,village,KALIMANTAN BARAT,0.8,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sanggau Kulor,village,KALIMANTAN BARAT,0.9,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Jawa,village,KALIMANTAN BARAT,0.9,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sebandut,village,KALIMANTAN BARAT,0.6,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Semelagi Kecil,village,KALIMANTAN BARAT,1.0,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,65.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Rasau,village,KALIMANTAN BARAT,1.0,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,65.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Raya,village,KALIMANTAN BARAT,0.7,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pangmilang,village,KALIMANTAN BARAT,0.8,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Wie,village,KALIMANTAN BARAT,0.9,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Pangkalan I,village,KALIMANTAN BARAT,0.6,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Daun,village,KALIMANTAN BARAT,1.0,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,81.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Duri,village,KALIMANTAN BARAT,0.6,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tengah,village,KALIMANTAN BARAT,0.9,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sedau,village,KALIMANTAN BARAT,0.8,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Setapuk Besar,village,KALIMANTAN BARAT,1.0,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,65.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sijangkung,village,KALIMANTAN BARAT,0.8,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Keran,village,KALIMANTAN BARAT,0.7,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pangkalan Bemban,village,KALIMANTAN BARAT,1.0,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,65.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kuala,village,KALIMANTAN BARAT,0.9,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Duri I,village,KALIMANTAN BARAT,0.6,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Bulan,village,KALIMANTAN BARAT,1.0,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,65.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Buduk Sempadang,village,KALIMANTAN BARAT,1.0,109.2,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,65.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Jaga B,village,KALIMANTAN BARAT,0.6,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Semelagi Besar,village,KALIMANTAN BARAT,1.0,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,81.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Setapuk Kecil,village,KALIMANTAN BARAT,1.0,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,65.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Rukma Jaya,village,KALIMANTAN BARAT,0.7,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Pangkalan II,village,KALIMANTAN BARAT,0.6,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Rusa,village,KALIMANTAN BARAT,1.0,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,81.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Jaga A,village,KALIMANTAN BARAT,0.6,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Melayu,village,KALIMANTAN BARAT,0.9,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pawangi,village,KALIMANTAN BARAT,0.6,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pasiran,village,KALIMANTAN BARAT,0.9,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Singkawang,city,KALIMANTAN BARAT,0.9,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sekip Lama,village,KALIMANTAN BARAT,0.9,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Gayung Bersambut,village,KALIMANTAN BARAT,1.0,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,65.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mandor,village,KALIMANTAN BARAT,0.6,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Soga,hamlet,KALIMANTAN BARAT,0.7,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Gundul,hamlet,KALIMANTAN BARAT,0.8,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Sinjun,hamlet,KALIMANTAN BARAT,0.8,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pangkalan Pasir,hamlet,KALIMANTAN BARAT,0.6,109.0,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pasar Gunung,hamlet,KALIMANTAN BARAT,0.6,108.9,81.8,tidak sehat,2026-09-12,112.5,tidak sehat,2026-09-13,101.1,tidak sehat,0,0,84.4,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Penyuguk,village,KALIMANTAN TENGAH,-0.7,112.0,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Riam Batang,village,KALIMANTAN TENGAH,-0.9,112.1,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,56.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kerangan Kora,village,KALIMANTAN BARAT,-0.7,112.1,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Taberau,village,KALIMANTAN TENGAH,-0.9,112.1,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,56.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Nyuruh,village,KALIMANTAN BARAT,-0.6,112.1,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Kempangai,village,KALIMANTAN BARAT,-0.6,112.1,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,56.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bina Jaya,village,KALIMANTAN BARAT,-0.5,111.9,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,77.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Kalan,village,KALIMANTAN BARAT,-0.5,112.0,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Paku,village,KALIMANTAN TENGAH,-0.7,112.1,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Bakah,village,KALIMANTAN BARAT,-0.5,111.9,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,77.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Dusun,hamlet,KALIMANTAN BARAT,-0.5,112.2,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Belaban Ella,village,KALIMANTAN BARAT,-0.5,112.2,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Labuk,village,KALIMANTAN BARAT,-0.6,112.1,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Perembang Nyuruh,village,KALIMANTAN BARAT,-0.6,112.1,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,56.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Jabai,village,KALIMANTAN BARAT,-0.7,112.0,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kahiya,village,KALIMANTAN BARAT,-0.5,112.0,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bemban Permai,village,KALIMANTAN BARAT,-0.5,112.0,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nyangau,village,KALIMANTAN BARAT,-0.5,112.1,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Batik,village,KALIMANTAN TENGAH,-0.8,112.3,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,56.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Kaburai,village,KALIMANTAN TENGAH,-0.8,112.3,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Karuei,village,KALIMANTAN TENGAH,-0.9,112.3,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,56.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Rangan Bahekang,village,KALIMANTAN TENGAH,-0.9,112.3,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,56.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Kajamei,village,KALIMANTAN TENGAH,-0.9,112.3,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,56.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Dusun,hamlet,KALIMANTAN BARAT,-0.5,112.3,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Dusun,hamlet,KALIMANTAN BARAT,-0.5,112.3,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Dusun,hamlet,KALIMANTAN BARAT,-0.5,112.3,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Dusun,hamlet,KALIMANTAN BARAT,-0.5,112.3,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Dusun,hamlet,KALIMANTAN BARAT,-0.5,112.3,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Dusun,hamlet,KALIMANTAN BARAT,-0.5,112.3,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Dusun,hamlet,KALIMANTAN BARAT,-0.5,112.3,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Dusun,hamlet,KALIMANTAN BARAT,-0.5,112.2,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Dusun,hamlet,KALIMANTAN BARAT,-0.5,112.3,77.5,tidak sehat,2026-09-12,89.2,tidak sehat,2026-09-13,91.7,tidak sehat,0,0,67.5,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Karang Mas,village,KALIMANTAN TENGAH,-1.6,111.2,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Benakitan,village,KALIMANTAN TENGAH,-1.7,111.2,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Riam Tinggi,village,KALIMANTAN TENGAH,-1.7,111.1,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Lopus,village,KALIMANTAN TENGAH,-1.6,111.0,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tapin Bini,village,KALIMANTAN TENGAH,-1.9,111.3,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kudangan,village,KALIMANTAN TENGAH,-1.6,111.0,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Riam Danau Kanan,village,KALIMANTAN BARAT,-1.8,110.9,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Tuat,village,KALIMANTAN TENGAH,-1.8,111.1,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Riam Panahan,village,KALIMANTAN TENGAH,-1.7,111.1,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Penopa,village,KALIMANTAN TENGAH,-1.9,111.2,74.9,tidak sehat,2026-09-12,73.5,tidak sehat,2026-09-13,74.4,tidak sehat,0,0,39.0,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
