nama,jenis,lat,lon,provinsi
Tanap,village,0.51081,110.36615,KALIMANTAN BARAT
Bagak Sahwa,village,0.87269,109.08508,KALIMANTAN BARAT
Tanjung Baik Budi,village,-1.48496,110.06858,KALIMANTAN BARAT
Bintang Mas,village,-0.26859,109.28799,KALIMANTAN BARAT
Tanjung Paoh,village,-0.36124,111.80335,KALIMANTAN BARAT
Teluk Nibung,village,-0.80137,109.49196,KALIMANTAN BARAT
Tumbang Setawai,village,-0.95889,112.0718,KALIMANTAN TENGAH
Jahandung,village,0.7226,109.11732,KALIMANTAN BARAT
Rasau Jaya Umum,village,-0.23954,109.37894,KALIMANTAN BARAT
Hibun,village,0.23468,110.45155,KALIMANTAN BARAT
Laja Sandang,village,0.88634,111.7091,KALIMANTAN BARAT
Sejotang,village,-0.00056,110.05143,KALIMANTAN BARAT
Bora,village,-0.62771,111.76613,KALIMANTAN BARAT
Ngarak,village,0.32305,109.24735,KALIMANTAN BARAT
Tauk,village,0.04595,111.68273,KALIMANTAN BARAT
Sejiram,village,1.2228,109.16956,KALIMANTAN BARAT
Penjernang,village,-0.33182,111.41935,KALIMANTAN BARAT
Sungai Asam,village,-0.27858,109.56172,KALIMANTAN BARAT
Sebente,village,0.77059,109.5299,KALIMANTAN BARAT
Sepang,village,0.42993,109.26853,KALIMANTAN BARAT
Jesape,village,1.05811,109.6356,KALIMANTAN BARAT
Mensade,village,1.12852,109.53295,KALIMANTAN BARAT
Kantuk Bunut,village,0.93926,111.66536,KALIMANTAN BARAT
Semongan,village,0.71968,110.67554,KALIMANTAN BARAT
Madong Jaya,village,-0.86935,111.52661,KALIMANTAN BARAT
Salumang,village,0.71797,109.24403,KALIMANTAN BARAT
Rawak Hilir,village,-0.13019,110.87891,KALIMANTAN BARAT
Sungkung Ii,village,1.08029,110.0626,KALIMANTAN BARAT
Semandang Hulu,village,-0.58943,110.47366,KALIMANTAN BARAT
Ta'as,village,0.53466,109.61257,KALIMANTAN BARAT
Wana Bakti,village,0.83266,111.48629,KALIMANTAN BARAT
Sumber Harapan,village,1.38424,109.35904,KALIMANTAN BARAT
Sungai Rasau,village,0.30379,109.08587,KALIMANTAN BARAT
Setuntung,village,0.22878,111.20986,KALIMANTAN BARAT
Sungai Bulan,village,-0.29992,109.54372,KALIMANTAN BARAT
Belimbing,village,0.97652,109.51495,KALIMANTAN BARAT
Gema,village,-0.8357,110.39919,KALIMANTAN BARAT
Hilir Tengah,village,0.38079,109.97308,KALIMANTAN BARAT
Nyarumkop,village,0.8916,109.06701,KALIMANTAN BARAT
Lumbang,village,1.33962,109.29709,KALIMANTAN BARAT
Sungai Burung,village,0.15739,109.15985,KALIMANTAN BARAT
Mengkalang Jambu,village,-0.53864,109.26994,KALIMANTAN BARAT
Tumbang Manjul,village,-1.29789,111.92676,KALIMANTAN TENGAH
Sungai Mali,village,0.56575,111.64612,KALIMANTAN BARAT
Mungguk Bantok,village,-0.00885,111.58377,KALIMANTAN BARAT
Sungai Kakap,village,-0.06032,109.17654,KALIMANTAN BARAT
Selampung,village,0.2958,110.74601,KALIMANTAN BARAT
Benuamelayu Laut,village,-0.03855,109.34926,KALIMANTAN BARAT
Bulu Bala,village,0.1226,110.16811,KALIMANTAN BARAT
Perembang,village,-0.13966,111.48355,KALIMANTAN BARAT
Nanga Keberak,village,-0.38935,111.51439,KALIMANTAN BARAT
Sekilap,village,0.30021,109.48486,KALIMANTAN BARAT
Tempunak Kapuas,village,0.04848,111.37056,KALIMANTAN BARAT
Sempalai,village,1.25009,109.17051,KALIMANTAN BARAT
Benua Baru,village,-0.16835,111.33567,KALIMANTAN BARAT
Seranggam,village,1.07153,109.05764,KALIMANTAN BARAT
Balai Ingin,village,0.1553,110.23479,KALIMANTAN BARAT
Baru,village,0.34319,111.79754,KALIMANTAN BARAT
Maribas,village,1.14125,109.27905,KALIMANTAN BARAT
Kampar Sebomban,village,-0.63655,110.04428,KALIMANTAN BARAT
Sejowet,village,0.71361,109.82784,KALIMANTAN BARAT
Kenerak,village,0.50752,111.96065,KALIMANTAN BARAT
Suka Maju,village,0.81172,109.38467,KALIMANTAN BARAT
Jamuat,village,-1.47306,111.14849,KALIMANTAN BARAT
Ansiap,village,0.57973,109.23497,KALIMANTAN BARAT
Gamang,village,0.63563,109.48974,KALIMANTAN BARAT
Madang Permai,village,0.61969,112.00476,KALIMANTAN BARAT
Idas,village,0.5986,110.53481,KALIMANTAN BARAT
Tolok,village,0.62124,109.7647,KALIMANTAN BARAT
Meragun,village,-0.28472,110.88286,KALIMANTAN BARAT
Baung Sengatap,village,0.34588,111.46447,KALIMANTAN BARAT
Lamoanak,village,0.43137,109.364,KALIMANTAN BARAT
Dalam Kaum,village,1.36195,109.31741,KALIMANTAN BARAT
Muara Jekak,village,-1.20548,110.55489,KALIMANTAN BARAT
Sengkubang,village,0.43615,108.9453,KALIMANTAN BARAT
Peniti,village,-0.0042,110.79095,KALIMANTAN BARAT
Pinang Dalam,village,-0.36592,109.41049,KALIMANTAN BARAT
Sepandan,village,0.93264,112.12204,KALIMANTAN BARAT
Bumi Emas,village,0.81478,109.47881,KALIMANTAN BARAT
Riam Bunut,village,-0.96342,110.47618,KALIMANTAN BARAT
Sansat,village,-0.1291,109.96155,KALIMANTAN BARAT
Tunggul Boyok,village,0.42443,110.62106,KALIMANTAN BARAT
Sanggau Kulor,village,0.86175,109.00548,KALIMANTAN BARAT
Peniraman,village,0.23285,109.11453,KALIMANTAN BARAT
Nanga Ella Hulu,village,-0.37443,112.16423,KALIMANTAN BARAT
Kubu Padi,village,0.12202,109.42879,KALIMANTAN BARAT
Tumbang Sepan,village,-0.95736,112.06951,KALIMANTAN TENGAH
Sungai Buaya,village,0.08933,112.05486,KALIMANTAN BARAT
Rantau,village,0.81194,109.07525,KALIMANTAN BARAT
Merarai Satu,village,-0.11627,111.45514,KALIMANTAN BARAT
Mukti Jaya,village,-0.17072,110.31943,KALIMANTAN BARAT
Mengkiang,village,0.24337,110.63315,KALIMANTAN BARAT
Dalam,village,0.61293,112.12906,KALIMANTAN BARAT
Beringin,village,0.12214,110.5937,KALIMANTAN BARAT
Harapan Jaya,village,-0.68099,111.39709,KALIMANTAN BARAT
Baning Kota,village,0.06304,111.49515,KALIMANTAN BARAT
Sekubang,village,-0.2603,111.12758,KALIMANTAN BARAT
Senyabang,village,0.18153,110.16886,KALIMANTAN BARAT
Tengon,village,0.97714,110.02717,KALIMANTAN BARAT
Sebetung Menyala,village,0.82461,109.52816,KALIMANTAN BARAT
Nanga Biang,village,-0.0146,110.66907,KALIMANTAN BARAT
Lesabela,village,1.03177,109.60474,KALIMANTAN BARAT
Nanga Lungu,village,0.18718,112.18465,KALIMANTAN BARAT
Bentunai,village,1.08168,109.02969,KALIMANTAN BARAT
Nanga Sokan,village,-0.90278,111.49976,KALIMANTAN BARAT
Parigi,village,0.67568,109.24161,KALIMANTAN BARAT
Tapang Perodah,village,-0.15909,111.03381,KALIMANTAN BARAT
Tangguh,village,1.21583,109.90588,KALIMANTAN BARAT
Temawang Muntai,village,-0.08407,111.2181,KALIMANTAN BARAT
Antan Rayan,village,0.49734,109.76717,KALIMANTAN BARAT
Sumber Sari,village,0.67836,111.33564,KALIMANTAN BARAT
Jagur,village,1.36672,109.30415,KALIMANTAN BARAT
Sungai Mawang,village,0.9604,111.76282,KALIMANTAN BARAT
Sotok,village,0.75688,110.46143,KALIMANTAN BARAT
Merbang,village,0.21333,110.98145,KALIMANTAN BARAT
Sungai Radak Dua,village,-0.37561,109.65144,KALIMANTAN BARAT
Seles,village,0.94525,109.62629,KALIMANTAN BARAT
Sepotong,village,-0.85299,110.50107,KALIMANTAN BARAT
Sekais,village,0.49101,110.1211,KALIMANTAN BARAT
Jawa,village,0.92523,108.97887,KALIMANTAN BARAT
Suah Api,village,1.28849,109.04387,KALIMANTAN BARAT
Kuala Tolak,village,-1.45024,110.07623,KALIMANTAN BARAT
Sambora,village,0.3465,109.28125,KALIMANTAN BARAT
Semabi,village,0.10035,110.87594,KALIMANTAN BARAT
Sumber Agung,village,-0.80872,109.8008,KALIMANTAN BARAT
Mongoh Juoi,village,-1.19326,112.08319,KALIMANTAN TENGAH
Kenuak,village,0.37564,111.61723,KALIMANTAN BARAT
Sebandut,village,0.63369,109.01007,KALIMANTAN BARAT
Kuala Buayan,village,-0.10028,110.37252,KALIMANTAN BARAT
Tanggung,village,0.51184,110.76268,KALIMANTAN BARAT
Saigon,suburb,-0.04083,109.36892,KALIMANTAN BARAT
Sungai Ambawang Kuala,village,-0.03669,109.41057,KALIMANTAN BARAT
Pemuar,village,-0.30377,111.64416,KALIMANTAN BARAT
Aur Sampuk,village,0.3366,109.58122,KALIMANTAN BARAT
Kapuas Kanan Hilir,village,0.07984,111.48271,KALIMANTAN BARAT
Bekut,village,1.24248,109.16056,KALIMANTAN BARAT
Punggur Kecil,village,-0.12415,109.24177,KALIMANTAN BARAT
Sosok,village,0.29155,110.23546,KALIMANTAN BARAT
Mawan,village,0.68962,112.19515,KALIMANTAN BARAT
Melugai,village,0.02088,110.12637,KALIMANTAN BARAT
Repak Sari,village,-0.10738,111.36926,KALIMANTAN BARAT
Senempak,village,-0.49958,111.76126,KALIMANTAN BARAT
Manggang,village,0.27197,109.48935,KALIMANTAN BARAT
Bongkong,village,0.26872,111.91477,KALIMANTAN BARAT
Matang Labong,village,1.15293,109.12247,KALIMANTAN BARAT
Nyayum,village,0.58379,110.10835,KALIMANTAN BARAT
Jongkong Hulu,village,0.49842,112.13605,KALIMANTAN BARAT
Pentek,village,0.51627,109.15477,KALIMANTAN BARAT
Sahan,village,1.12774,109.77601,KALIMANTAN BARAT
Pala Kota,village,0.36046,111.92845,KALIMANTAN BARAT
Engkahan,village,0.87052,110.40496,KALIMANTAN BARAT
Durian Jaya,village,-0.76026,111.45981,KALIMANTAN BARAT
Sala'as,village,0.62739,109.39686,KALIMANTAN BARAT
Petarikan,village,-1.49723,111.41101,KALIMANTAN TENGAH
Nanga Mahap,village,-0.42224,110.75895,KALIMANTAN BARAT
Nanga Merkak,village,0.52341,111.54901,KALIMANTAN BARAT
Beringin,village,1.38865,109.44442,KALIMANTAN BARAT
Pak Laheng,village,0.41669,109.22378,KALIMANTAN BARAT
Balai Sepuak,village,0.44136,111.20746,KALIMANTAN BARAT
Madura,village,-0.2623,109.23205,KALIMANTAN BARAT
Tirta Kencana,village,0.79608,109.45958,KALIMANTAN BARAT
Teluk Melano,village,-1.1011,109.96092,KALIMANTAN BARAT
Papung,village,0.38024,110.12292,KALIMANTAN BARAT
Semelagi Kecil,village,0.98448,109.02373,KALIMANTAN BARAT
Jawai Laut,village,1.26998,108.99311,KALIMANTAN BARAT
Peniti Dalam I,village,0.15576,109.19743,KALIMANTAN BARAT
Paritmayor,village,-0.05387,109.37701,KALIMANTAN BARAT
Seruat Tiga,village,-0.41012,109.1928,KALIMANTAN BARAT
Tumbang Setoli,village,-1.27788,111.67897,KALIMANTAN TENGAH
Merpak,village,0.08241,111.66774,KALIMANTAN BARAT
Monterado,village,0.75599,109.13746,KALIMANTAN BARAT
Lebak Ubah,village,-0.24715,111.44064,KALIMANTAN BARAT
Puguk,village,-0.09778,109.51024,KALIMANTAN BARAT
Dusun Kedian,village,0.37769,110.25275,KALIMANTAN BARAT
Mariana,village,-0.02068,109.32828,KALIMANTAN BARAT
Ilir Kota,village,0.12363,110.60337,KALIMANTAN BARAT
Kajang Baru,village,-0.0906,111.47872,KALIMANTAN BARAT
Senakin,village,0.37108,109.56987,KALIMANTAN BARAT
Nanga Jetak,village,-0.00629,111.64351,KALIMANTAN BARAT
Segarau Parit,village,1.25038,109.09595,KALIMANTAN BARAT
Bernayau,village,-0.34538,111.15714,KALIMANTAN BARAT
Sungai Mawang,village,0.14094,110.52896,KALIMANTAN BARAT
Mensusai,village,0.53415,112.10892,KALIMANTAN BARAT
Tanjung,village,0.74234,109.58438,KALIMANTAN BARAT
Enggadai,village,-0.27243,110.26942,KALIMANTAN BARAT
Demit,village,-1.17821,110.65893,KALIMANTAN BARAT
Sungai Segak,village,0.20007,109.55387,KALIMANTAN BARAT
Tenguwe,village,0.78941,109.92659,KALIMANTAN BARAT
Cupang Gading,village,-0.2246,110.92194,KALIMANTAN BARAT
Gernis Jaya,village,-0.001,111.25154,KALIMANTAN BARAT
Sungai Laki,village,0.5484,109.43444,KALIMANTAN BARAT
Thang Raya,village,0.7375,110.35375,KALIMANTAN BARAT
Tempoak,village,0.55087,109.25937,KALIMANTAN BARAT
Wonorejo,village,-0.88515,109.82202,KALIMANTAN BARAT
Ongkol Padang,village,0.51839,109.57131,KALIMANTAN BARAT
Bakau,village,1.34812,109.06089,KALIMANTAN BARAT
Sungai Bakau Besar Laut,village,0.29574,109.03717,KALIMANTAN BARAT
Landau Kodah,village,0.11854,110.91945,KALIMANTAN BARAT
Teluk Bayur,village,-0.37512,109.54892,KALIMANTAN BARAT
Cipta Karya,village,0.82978,109.43425,KALIMANTAN BARAT
Pelaik,village,0.02528,111.92941,KALIMANTAN BARAT
Lalang,village,-0.03845,109.97693,KALIMANTAN BARAT
Sejuah,village,0.5969,110.45104,KALIMANTAN BARAT
Simpang Kanan,village,-0.07267,109.50455,KALIMANTAN BARAT
Beloyang,village,-0.32162,111.51217,KALIMANTAN BARAT
Tasik Malaya,village,-0.75391,109.25187,KALIMANTAN BARAT
Tumbang Kalang,village,-1.19594,111.96083,KALIMANTAN TENGAH
Betung Sari,hamlet,0.16057,111.55927,KALIMANTAN BARAT
SP2 Capkala,hamlet,0.64842,109.09597,KALIMANTAN BARAT
Dosan,village,0.27791,110.50319,KALIMANTAN BARAT
Emberas,village,0.05399,110.25632,KALIMANTAN BARAT
Nanga Pintas,village,-0.61754,111.77386,KALIMANTAN BARAT
Kayu Tanam,village,0.31323,109.27338,KALIMANTAN BARAT
Bukit Mulya,village,1.23896,109.5123,KALIMANTAN BARAT
Kuala Mandor A,village,0.00871,109.60066,KALIMANTAN BARAT
Kenepai Komplek,village,0.66677,111.75566,KALIMANTAN BARAT
Ampar Benteng,village,0.76273,109.5659,KALIMANTAN BARAT
Sungai Duri II,village,0.53185,108.9178,KALIMANTAN BARAT
Dawar,hamlet,1.04314,109.80487,KALIMANTAN BARAT
Tebuah Elok,village,1.07119,109.4956,KALIMANTAN BARAT
Malenggang,village,0.79039,110.72663,KALIMANTAN BARAT
Bina Karya,village,-0.78648,111.58,KALIMANTAN BARAT
Nangka,village,0.52124,109.29525,KALIMANTAN BARAT
Tinting Boyok,village,-0.08017,110.78755,KALIMANTAN BARAT
Semandang Kiri,village,-0.62652,110.43815,KALIMANTAN BARAT
Mamek,village,0.57171,109.64732,KALIMANTAN BARAT
Sungai Seria,village,0.79435,110.79923,KALIMANTAN BARAT
Sebayan,village,1.37991,109.31336,KALIMANTAN BARAT
Pangkalan Buton,village,-1.24727,109.96238,KALIMANTAN BARAT
Pasir,village,0.40457,108.94732,KALIMANTAN BARAT
Semadu,village,0.35895,111.00737,KALIMANTAN BARAT
Radak Baru,village,-0.42546,109.62639,KALIMANTAN BARAT
Tembaga,village,-0.50151,110.67868,KALIMANTAN BARAT
Dayung,village,1.00704,109.64739,KALIMANTAN BARAT
Penjalaan,village,-1.12863,109.99385,KALIMANTAN BARAT
Hilir Kantor,village,0.38153,109.96164,KALIMANTAN BARAT
Sungai Rasau,village,0.96368,109.02303,KALIMANTAN BARAT
Pendawan,village,1.35851,109.30752,KALIMANTAN BARAT
Engkurai,village,-0.29822,111.98634,KALIMANTAN BARAT
Kubu,village,-0.48802,109.37938,KALIMANTAN BARAT
Tanjung Tukal,village,-1.30517,111.76356,KALIMANTAN TENGAH
Begelang Jaya,village,0.64433,111.28056,KALIMANTAN BARAT
Sungai Raya,village,0.71052,108.88928,KALIMANTAN BARAT
Mangkurat Baru,village,-0.10393,111.2732,KALIMANTAN BARAT
Tanjung Saleh,village,-0.12992,109.14172,KALIMANTAN BARAT
Sanjan Emberas,hamlet,0.38315,110.35508,KALIMANTAN BARAT
Sungai Jaman,village,0.03487,110.31233,KALIMANTAN BARAT
Nusa Kenyikap,village,-0.41537,111.65684,KALIMANTAN BARAT
Selutung,village,0.36879,109.39035,KALIMANTAN BARAT
Riam Panjang,village,0.03464,112.18029,KALIMANTAN BARAT
Sepuk Tanjung,village,1.26775,109.19554,KALIMANTAN BARAT
Sinar Pekayau,village,-0.35631,111.13485,KALIMANTAN BARAT
Sungai Nyirih,village,1.05145,108.97363,KALIMANTAN BARAT
Marita,village,0.14746,110.33373,KALIMANTAN BARAT
Keling Panggau,village,0.80315,111.78345,KALIMANTAN BARAT
Penyalimau,village,-0.10132,110.43949,KALIMANTAN BARAT
Harapan Baru,village,-0.75938,110.5138,KALIMANTAN BARAT
Kalon,village,1.28285,109.68678,KALIMANTAN BARAT
Perigi,village,0.34579,111.78388,KALIMANTAN BARAT
Sungai Kelambu,village,1.18182,109.12829,KALIMANTAN BARAT
Semuntik,village,0.63871,110.15093,KALIMANTAN BARAT
Kerengas,village,0.51515,112.09127,KALIMANTAN BARAT
Suti Semarang,village,0.85861,109.74691,KALIMANTAN BARAT
Bedayan,village,-0.12705,111.15373,KALIMANTAN BARAT
Kersik Belantian,village,0.51386,110.08112,KALIMANTAN BARAT
Sungai Alai,village,-0.05914,110.46959,KALIMANTAN BARAT
Tunggal Bhakti,village,0.62864,110.36157,KALIMANTAN BARAT
Sungai Tapah,village,0.45542,111.06475,KALIMANTAN BARAT
Raba,village,0.50589,109.3212,KALIMANTAN BARAT
Nanga Engkulun,village,-0.37944,110.69745,KALIMANTAN BARAT
Beginci Darat,village,-1.23104,110.98952,KALIMANTAN BARAT
Lingkonong,village,0.4788,109.43683,KALIMANTAN BARAT
Saing Rambi,village,1.34768,109.28326,KALIMANTAN BARAT
Pemangkat,village,-1.09578,109.88368,KALIMANTAN BARAT
Kuala Secapah,village,0.32777,108.96654,KALIMANTAN BARAT
Tapang Semadak,village,-0.00247,111.10084,KALIMANTAN BARAT
Jangkang Dua,village,-0.43302,109.39325,KALIMANTAN BARAT
Cinta Manis,village,-1.17299,110.75606,KALIMANTAN BARAT
Cupang,village,-0.18881,110.30814,KALIMANTAN BARAT
Tanjung Merpati,village,0.55612,110.40561,KALIMANTAN BARAT
Pangmilang,village,0.79683,108.99161,KALIMANTAN BARAT
Sepuk Laut,village,-0.21674,109.08152,KALIMANTAN BARAT
Ambarawa,village,-0.83528,109.26564,KALIMANTAN BARAT
Nusa Tujuh,hamlet,-1.03332,111.71127,KALIMANTAN TENGAH
Binjai Hilir,village,0.20364,111.43744,KALIMANTAN BARAT
Goa Boma,village,0.73972,109.06075,KALIMANTAN BARAT
Nyangkom,village,-0.02819,111.89661,KALIMANTAN BARAT
Padi Kaye,village,0.17491,110.075,KALIMANTAN BARAT
Penyuguk,village,-0.7184,112.03644,KALIMANTAN TENGAH
Tonang,village,0.36601,109.53473,KALIMANTAN BARAT
Nanga Tempunak,village,0.04673,111.38179,KALIMANTAN BARAT
Arga Pura,village,1.19415,109.5088,KALIMANTAN BARAT
Bentiang Madomang,village,0.91151,109.91655,KALIMANTAN BARAT
Sumber Karya,village,0.74847,109.62987,KALIMANTAN BARAT
Beginjan,village,-0.00124,110.24904,KALIMANTAN BARAT
Sinar Tebudak,village,1.07745,109.71945,KALIMANTAN BARAT
Nanga Luan,village,0.19496,112.16225,KALIMANTAN BARAT
Selakau Tua,village,1.0622,109.08988,KALIMANTAN BARAT
Kenaman,village,0.81163,110.41522,KALIMANTAN BARAT
Landau Sandak,village,-0.8471,111.66992,KALIMANTAN BARAT
Meranti,village,0.70129,109.74669,KALIMANTAN BARAT
Nanga Pemubuh,village,-0.10658,111.05803,KALIMANTAN BARAT
Tawang,village,1.09047,109.91505,KALIMANTAN BARAT
Nyi'in,village,0.39901,110.09358,KALIMANTAN BARAT
Tanjung Sari,village,0.71878,111.55959,KALIMANTAN BARAT
Kartiasa,village,1.38408,109.27256,KALIMANTAN BARAT
Antibar,village,0.35982,108.96909,KALIMANTAN BARAT
Janangran,hamlet,0.12164,111.17042,KALIMANTAN BARAT
Arus Deras,village,-0.27118,109.24009,KALIMANTAN BARAT
Karang Betung,village,-0.5741,110.8709,KALIMANTAN BARAT
Setia Budi,village,0.86786,109.55654,KALIMANTAN BARAT
Randau,village,-1.05079,110.58547,KALIMANTAN BARAT
Pahauman,village,0.31862,109.66504,KALIMANTAN BARAT
Sungai Wie,village,0.93536,108.97098,KALIMANTAN BARAT
Sari Makmur,village,1.29491,109.11335,KALIMANTAN BARAT
Laman Satong,village,-1.38786,110.16895,KALIMANTAN BARAT
Anjungan Dalam,village,0.34999,109.15589,KALIMANTAN BARAT
Nanga Man,village,-0.31751,111.89876,KALIMANTAN BARAT
Marandang,village,-1.31277,111.84182,KALIMANTAN TENGAH
Nanga Lebang,village,0.21754,111.64377,KALIMANTAN BARAT
Sungai Pangkalan I,village,0.62141,108.93562,KALIMANTAN BARAT
Nanga Toran,village,-0.04638,112.08987,KALIMANTAN BARAT
Bengkarek,village,-0.13424,109.54026,KALIMANTAN BARAT
Bahta,village,0.34257,110.63133,KALIMANTAN BARAT
Poring,village,-0.43111,111.71381,KALIMANTAN BARAT
Kayu Ara,village,0.31907,109.381,KALIMANTAN BARAT
Kapuas Kiri Hilir,village,0.09094,111.47923,KALIMANTAN BARAT
Sarilaba A,village,1.27108,109.03179,KALIMANTAN BARAT
Sungai Raya,village,-0.20254,109.39633,KALIMANTAN BARAT
Sungai Daun,village,1.01526,108.9829,KALIMANTAN BARAT
Temiang Mali,village,0.1281,110.0884,KALIMANTAN BARAT
Semuntai,village,0.06915,110.73282,KALIMANTAN BARAT
Bengkawan,village,1.15597,109.836,KALIMANTAN BARAT
Pangkalan Kongsi,village,1.17029,109.14334,KALIMANTAN BARAT
Temoyok,village,0.67043,110.05068,KALIMANTAN BARAT
Tapen,village,0.90846,109.8228,KALIMANTAN BARAT
Suak Barangan,village,0.65851,109.20107,KALIMANTAN BARAT
Karangan,village,0.55683,109.37678,KALIMANTAN BARAT
Nanga Leboyan,village,0.77087,112.19248,KALIMANTAN BARAT
Entikong,village,0.96471,110.35607,KALIMANTAN BARAT
Tabuk Hulu,village,0.50245,111.23634,KALIMANTAN BARAT
Babatn,village,0.59429,109.30449,KALIMANTAN BARAT
Nanga Koman,village,-0.33379,110.75001,KALIMANTAN BARAT
Kualan Hulu,village,-0.48628,110.56231,KALIMANTAN BARAT
Keranji Mancal,village,0.43099,109.75877,KALIMANTAN BARAT
Dungun Laut,village,1.30682,109.04184,KALIMANTAN BARAT
Harapan Mulia,village,-1.1735,109.93869,KALIMANTAN BARAT
Sungai Dungun,village,0.4707,108.92758,KALIMANTAN BARAT
Gonis Tekam,village,-0.00011,111.01225,KALIMANTAN BARAT
Jangkang I,village,-0.37428,109.44216,KALIMANTAN BARAT
Sungaipaduan,village,-1.01539,109.7998,KALIMANTAN BARAT
Amboyo Utara,village,0.39133,109.85403,KALIMANTAN BARAT
Batulayang,village,0.01726,109.31021,KALIMANTAN BARAT
Pasir Wan Salim,village,0.32277,108.97058,KALIMANTAN BARAT
Siantan Hilir,village,0.00748,109.33733,KALIMANTAN BARAT
Sungai Pukat,village,0.1653,111.83927,KALIMANTAN BARAT
Bana,village,0.79577,109.57846,KALIMANTAN BARAT
Tertung Mau,village,-0.0366,112.01006,KALIMANTAN BARAT
Kuala Rosan,village,-0.22767,110.46708,KALIMANTAN BARAT
Kelompu,village,0.45083,110.36166,KALIMANTAN BARAT
Nanga Kantuk,village,0.8403,111.74466,KALIMANTAN BARAT
Sungai Batu,village,0.03925,110.54236,KALIMANTAN BARAT
Gurung Kempadik,village,-0.07323,111.53546,KALIMANTAN BARAT
Nanga Tikan,village,-0.38046,111.56031,KALIMANTAN BARAT
Angan Tembawang,village,0.24008,110.08179,KALIMANTAN BARAT
Sempurna,village,1.20738,109.56411,KALIMANTAN BARAT
Gurung Mali,village,-0.29741,111.30303,KALIMANTAN BARAT
Pusat Damai,village,0.20726,110.43778,KALIMANTAN BARAT
Jambu Tembawang,village,0.7503,110.07674,KALIMANTAN BARAT
Lulang,village,0.7389,109.52334,KALIMANTAN BARAT
Harapan Makmur,village,-0.19572,110.36416,KALIMANTAN BARAT
Twi Mentibar,village,1.06793,109.00544,KALIMANTAN BARAT
Ansolok,village,0.72604,109.31538,KALIMANTAN BARAT
Rawak Hulu,village,-0.135,110.87487,KALIMANTAN BARAT
Sirang Setambang,village,-0.07437,111.1802,KALIMANTAN BARAT
Sungai Lubang,village,0.59086,109.73098,KALIMANTAN BARAT
Margahayu,village,0.70262,111.32048,KALIMANTAN BARAT
Lorong,village,1.36434,109.2957,KALIMANTAN BARAT
Kasro Mego,village,0.6989,110.3901,KALIMANTAN BARAT
Nanga Libas,village,-1.08899,111.48153,KALIMANTAN BARAT
Kampung Baru,village,-0.40472,109.40477,KALIMANTAN BARAT
Sebalo,village,0.83289,109.48565,KALIMANTAN BARAT
Sungai Sepeti,village,-0.86738,109.88035,KALIMANTAN BARAT
Amang,village,0.52501,109.82036,KALIMANTAN BARAT
Pajintan,village,0.89791,109.03737,KALIMANTAN BARAT
Sentebang,village,1.3187,109.04814,KALIMANTAN BARAT
Pasir Palembang,village,0.34516,108.9742,KALIMANTAN BARAT
Belitang Satu,village,0.13144,111.25079,KALIMANTAN BARAT
Teluk Empening,village,-0.35855,109.59436,KALIMANTAN BARAT
Mojang Baru,village,-1.49983,111.99597,KALIMANTAN TENGAH
Pelimping,village,0.15179,111.79129,KALIMANTAN BARAT
Sungai Duri,village,0.56372,108.9295,KALIMANTAN BARAT
Penyak Lalang,village,-0.07444,111.67591,KALIMANTAN BARAT
Balai Belungai,village,-0.11301,110.11181,KALIMANTAN BARAT
Semirau,village,0.43141,110.91793,KALIMANTAN BARAT
Tengah,village,0.91569,108.9756,KALIMANTAN BARAT
Lingga,village,-0.03357,109.60288,KALIMANTAN BARAT
Belonsat,village,-0.27618,111.50068,KALIMANTAN BARAT
Tumbang Gugup,village,-1.21665,111.80185,KALIMANTAN TENGAH
Semperiuk B,village,1.24251,109.04714,KALIMANTAN BARAT
Betuah,village,-0.26879,109.96171,KALIMANTAN BARAT
Gapura,village,1.35972,109.2319,KALIMANTAN BARAT
Lintang Kapuas,village,0.03378,110.59253,KALIMANTAN BARAT
Nanga Payak,village,-0.12479,112.00052,KALIMANTAN BARAT
Nanga Raya,village,-0.51699,111.49775,KALIMANTAN BARAT
Temiang Sawi,village,0.3218,110.00122,KALIMANTAN BARAT
Madak,village,1.21892,109.38746,KALIMANTAN BARAT
Selat Remis,village,-0.34588,109.14531,KALIMANTAN BARAT
Jagoi,village,1.33323,109.933,KALIMANTAN BARAT
Toho Ilir,village,0.42992,109.21347,KALIMANTAN BARAT
Sango,village,1.16823,109.72554,KALIMANTAN BARAT
Belimbing,village,0.2698,112.02684,KALIMANTAN BARAT
Serunai,village,1.12606,109.0596,KALIMANTAN BARAT
Sungai Tekam,village,0.87202,110.7157,KALIMANTAN BARAT
Nanga Sayan,village,-0.71641,111.66285,KALIMANTAN BARAT
Kuala Behe,village,0.5847,110.00209,KALIMANTAN BARAT
Cenayan,village,-0.38572,110.63817,KALIMANTAN BARAT
Senduruhan,village,-0.99768,110.76829,KALIMANTAN BARAT
Galar,village,0.52037,109.50337,KALIMANTAN BARAT
Gut Jaya Bhakti,village,0.86555,111.38694,KALIMANTAN BARAT
Simpang Tiga,village,-1.3606,110.06993,KALIMANTAN BARAT
Sungai Limau,village,0.48564,108.91487,KALIMANTAN BARAT
Kumpang Bis,village,0.28221,111.09465,KALIMANTAN BARAT
Teluk Pakedai Satu,village,-0.26361,109.12085,KALIMANTAN BARAT
Padu Banjar,village,-1.03069,109.82976,KALIMANTAN BARAT
