nama,jenis,lat,lon,provinsi,pm25_h1,pm25_h2,pm25_h3,jarak_grid_km_h1,jarak_grid_km_h2,jarak_grid_km_h3,tanggal_ramal_h1,tanggal_ramal_h2,tanggal_ramal_h3
Persiapan Pangkalan Lada,village,-2.49185,111.73273,KALIMANTAN TENGAH,37.840110778808594,39.550201416015625,34.34861755371094,27.44229438068839,27.44229438068839,27.44229438068839,2026-09-13,2026-09-14,2026-09-15
SP6 Sukaraja,hamlet,-2.34761,110.59893,KALIMANTAN BARAT,51.34287643432617,53.712745666503906,43.279014587402344,16.413913665121548,16.413913665121548,16.413913665121548,2026-09-13,2026-09-14,2026-09-15
Pengancing,hamlet,-1.87664,110.55122,KALIMANTAN BARAT,53.908782958984375,55.156822204589844,44.67799758911133,20.375953398525397,20.375953398525397,20.375953398525397,2026-09-13,2026-09-14,2026-09-15
UPT Trans Kahingai,hamlet,-1.59397,111.41257,KALIMANTAN TENGAH,85.05366516113281,91.40401458740234,62.4100227355957,23.93749052643819,23.93749052643819,23.93749052643819,2026-09-13,2026-09-14,2026-09-15
Persiapan Batu Selipi,village,-1.78078,111.41162,KALIMANTAN TENGAH,85.05366516113281,91.40401458740234,62.4100227355957,22.782669344903344,22.782669344903344,22.782669344903344,2026-09-13,2026-09-14,2026-09-15
Sangkarapuyan,hamlet,-1.96345,111.40304,KALIMANTAN TENGAH,52.10718536376953,53.92253112792969,42.75602722167969,34.21804153482349,34.21804153482349,34.21804153482349,2026-09-13,2026-09-14,2026-09-15
Kuala Asam,hamlet,-2.41392,111.03089,KALIMANTAN BARAT,77.36788177490234,85.69588470458984,63.98770523071289,24.995425912607182,24.995425912607182,24.995425912607182,2026-09-13,2026-09-14,2026-09-15
Sunsang,hamlet,-2.38783,110.97697,KALIMANTAN BARAT,77.36788177490234,85.69588470458984,63.98770523071289,24.961274026184167,24.961274026184167,24.961274026184167,2026-09-13,2026-09-14,2026-09-15
Bagan Kusik,hamlet,-2.39669,110.99824,KALIMANTAN BARAT,77.36788177490234,85.69588470458984,63.98770523071289,24.620422482830275,24.620422482830275,24.620422482830275,2026-09-13,2026-09-14,2026-09-15
Tarahan,hamlet,-2.51417,111.01634,KALIMANTAN BARAT,55.57344055175781,56.33685302734375,45.24708557128906,22.656848956644406,22.656848956644406,22.656848956644406,2026-09-13,2026-09-14,2026-09-15
Bagan Kajang,hamlet,-2.51932,110.98457,KALIMANTAN BARAT,55.57344055175781,56.33685302734375,45.24708557128906,23.833540891234016,23.833540891234016,23.833540891234016,2026-09-13,2026-09-14,2026-09-15
Suren,hamlet,-2.55516,110.90445,KALIMANTAN BARAT,55.57344055175781,56.33685302734375,45.24708557128906,27.04073163892777,27.04073163892777,27.04073163892777,2026-09-13,2026-09-14,2026-09-15
Banjarmasin,city,-3.31875,114.59258,KALIMANTAN SELATAN,15.926102638244629,15.784262657165527,15.235569953918457,13.2300660640104,13.2300660640104,13.2300660640104,2026-09-13,2026-09-14,2026-09-15
Sampit,town,-2.53891,112.94939,KALIMANTAN TENGAH,47.060035705566406,49.39460372924805,40.171051025390625,24.509835500142383,24.509835500142383,24.509835500142383,2026-09-13,2026-09-14,2026-09-15
Martapura,town,-3.40865,114.84884,KALIMANTAN SELATAN,15.926102638244629,15.784262657165527,15.235569953918457,36.07420792306578,36.07420792306578,36.07420792306578,2026-09-13,2026-09-14,2026-09-15
Amuntai,city,-2.41965,115.25393,KALIMANTAN SELATAN,38.03718948364258,40.38291931152344,35.530086517333984,29.816427744990122,29.816427744990122,29.816427744990122,2026-09-13,2026-09-14,2026-09-15
Jorong,village,-3.98083,114.93227,KALIMANTAN SELATAN,18.209758758544922,19.976768493652344,17.978206634521484,36.351146767797424,36.351146767797424,36.351146767797424,2026-09-13,2026-09-14,2026-09-15
Buntok,town,-1.71761,114.83866,KALIMANTAN TENGAH,212.4226837158203,196.1573944091797,161.4461669921875,26.59815609655226,26.59815609655226,26.59815609655226,2026-09-13,2026-09-14,2026-09-15
Marabahan,town,-2.98047,114.76704,KALIMANTAN SELATAN,15.926102638244629,15.784262657165527,15.235569953918457,30.65728216916103,30.65728216916103,30.65728216916103,2026-09-13,2026-09-14,2026-09-15
Rantau,city,-2.93265,115.15468,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,26.572726625729462,26.572726625729462,26.572726625729462,2026-09-13,2026-09-14,2026-09-15
Palangka Raya,city,-2.20729,113.91644,KALIMANTAN TENGAH,406.4787902832031,322.5235595703125,241.16561889648438,20.41194832752562,20.41194832752562,20.41194832752562,2026-09-13,2026-09-14,2026-09-15
Murung Asam,village,-2.49435,115.21218,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,26.04203732845426,26.04203732845426,26.04203732845426,2026-09-13,2026-09-14,2026-09-15
Podok,village,-3.41524,114.52018,KALIMANTAN SELATAN,15.926102638244629,15.784262657165527,15.235569953918457,25.52117923130563,25.52117923130563,25.52117923130563,2026-09-13,2026-09-14,2026-09-15
Baung,village,-2.87748,112.25727,KALIMANTAN TENGAH,41.477054595947266,42.77040100097656,36.627235412597656,26.35447242651763,26.35447242651763,26.35447242651763,2026-09-13,2026-09-14,2026-09-15
Banua Supanggal,village,-2.57504,115.3564,KALIMANTAN SELATAN,22.461748123168945,22.469768524169922,20.44804573059082,30.41750960955803,30.41750960955803,30.41750960955803,2026-09-13,2026-09-14,2026-09-15
Bentok Darat,village,-3.57133,114.84153,KALIMANTAN SELATAN,15.094056129455566,15.087082862854004,15.016464233398438,30.382497282387927,30.382497282387927,30.382497282387927,2026-09-13,2026-09-14,2026-09-15
Mentawa Baru Hulu,village,-2.54487,112.95357,KALIMANTAN TENGAH,47.060035705566406,49.39460372924805,40.171051025390625,23.708824028055357,23.708824028055357,23.708824028055357,2026-09-13,2026-09-14,2026-09-15
Purut,village,-2.97585,115.14367,KALIMANTAN SELATAN,16.431550979614258,16.353246688842773,15.648253440856934,25.391612890117425,25.391612890117425,25.391612890117425,2026-09-13,2026-09-14,2026-09-15
Gunung Batu,village,-2.44809,115.60346,KALIMANTAN SELATAN,28.076753616333008,29.007997512817383,26.758045196533203,27.58902766476498,27.58902766476498,27.58902766476498,2026-09-13,2026-09-14,2026-09-15
Bararawa,village,-2.44916,114.98314,KALIMANTAN SELATAN,38.03718948364258,40.38291931152344,35.530086517333984,30.59668927858679,30.59668927858679,30.59668927858679,2026-09-13,2026-09-14,2026-09-15
Juru Banu,village,-2.25115,114.94616,KALIMANTAN TENGAH,38.03718948364258,40.38291931152344,35.530086517333984,18.014736515200156,18.014736515200156,18.014736515200156,2026-09-13,2026-09-14,2026-09-15
Sirap,village,-2.27654,115.56716,KALIMANTAN SELATAN,28.076753616333008,29.007997512817383,26.758045196533203,9.260068908513444,9.260068908513444,9.260068908513444,2026-09-13,2026-09-14,2026-09-15
Teluk Tamba,village,-2.80684,114.63931,KALIMANTAN SELATAN,76.9248275756836,77.1903305053711,54.65557861328125,12.65694066386522,12.65694066386522,12.65694066386522,2026-09-13,2026-09-14,2026-09-15
Kandan,village,-2.38873,112.92395,KALIMANTAN TENGAH,144.55299377441406,135.25347900390625,102.7466049194336,28.688057118015173,28.688057118015173,28.688057118015173,2026-09-13,2026-09-14,2026-09-15
Tanjung,village,-2.16428,115.38034,KALIMANTAN SELATAN,28.076753616333008,29.007997512817383,26.758045196533203,24.72843132293546,24.72843132293546,24.72843132293546,2026-09-13,2026-09-14,2026-09-15
Handiwung,village,-2.88563,114.51427,KALIMANTAN TENGAH,76.9248275756836,77.1903305053711,54.65557861328125,22.73132044144042,22.73132044144042,22.73132044144042,2026-09-13,2026-09-14,2026-09-15
Bincau,village,-3.42105,114.87963,KALIMANTAN SELATAN,16.431550979614258,16.353246688842773,15.648253440856934,34.678564238155374,34.678564238155374,34.678564238155374,2026-09-13,2026-09-14,2026-09-15
Setiap,village,-2.53037,115.3184,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,30.72957020591413,30.72957020591413,30.72957020591413,2026-09-13,2026-09-14,2026-09-15
Awang Bangkal Barat,village,-3.48943,114.9751,KALIMANTAN SELATAN,18.209758758544922,19.976768493652344,17.978206634521484,27.20946717240346,27.20946717240346,27.20946717240346,2026-09-13,2026-09-14,2026-09-15
Sembuluh II,village,-2.72481,112.3744,KALIMANTAN TENGAH,63.839454650878906,68.24491882324219,55.12369918823242,25.208877722679784,25.208877722679784,25.208877722679784,2026-09-13,2026-09-14,2026-09-15
Kandangan Utara,village,-2.77507,115.26568,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,20.206522315780866,20.206522315780866,20.206522315780866,2026-09-13,2026-09-14,2026-09-15
Tabanio,village,-3.76293,114.61611,KALIMANTAN SELATAN,15.094056129455566,15.087082862854004,15.016464233398438,7.222209129854466,7.222209129854466,7.222209129854466,2026-09-13,2026-09-14,2026-09-15
Malilingin,village,-2.8645,115.31965,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,30.491072904267686,30.491072904267686,30.491072904267686,2026-09-13,2026-09-14,2026-09-15
Bahaur Tengah,village,-3.21373,114.10685,KALIMANTAN TENGAH,70.93930053710938,75.21639251708984,54.381629943847656,1.705632169631597,1.705632169631597,1.705632169631597,2026-09-13,2026-09-14,2026-09-15
Angkipih,village,-3.11319,115.364,KALIMANTAN SELATAN,19.101057052612305,20.058040618896484,19.123323440551758,27.923675401295153,27.923675401295153,27.923675401295153,2026-09-13,2026-09-14,2026-09-15
Bangkau,village,-2.68105,115.19643,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,10.916010927275636,10.916010927275636,10.916010927275636,2026-09-13,2026-09-14,2026-09-15
Hilir Mesjid,village,-2.43294,115.18394,KALIMANTAN SELATAN,38.03718948364258,40.38291931152344,35.530086517333984,27.529547903006986,27.529547903006986,27.529547903006986,2026-09-13,2026-09-14,2026-09-15
Baliuk,village,-2.99372,114.77786,KALIMANTAN SELATAN,15.926102638244629,15.784262657165527,15.235569953918457,30.267343994956736,30.267343994956736,30.267343994956736,2026-09-13,2026-09-14,2026-09-15
Tri Mulya,village,-3.66285,115.71412,KALIMANTAN SELATAN,14.280933380126953,14.464364051818848,13.756007194519043,13.320114508046174,13.320114508046174,13.320114508046174,2026-09-13,2026-09-14,2026-09-15
Bina Sejahtera,village,-2.69964,114.71907,KALIMANTAN TENGAH,76.9248275756836,77.1903305053711,54.65557861328125,13.225344417719633,13.225344417719633,13.225344417719633,2026-09-13,2026-09-14,2026-09-15
Lok Tangga,village,-3.42203,114.92577,KALIMANTAN SELATAN,16.431550979614258,16.353246688842773,15.648253440856934,31.362511838481343,31.362511838481343,31.362511838481343,2026-09-13,2026-09-14,2026-09-15
Mantaren II,village,-2.79502,114.24788,KALIMANTAN TENGAH,132.67840576171875,127.93132781982422,90.61972045898438,19.529527355075242,19.529527355075242,19.529527355075242,2026-09-13,2026-09-14,2026-09-15
Cempaka,village,-2.44947,115.22988,KALIMANTAN SELATAN,38.03718948364258,40.38291931152344,35.530086517333984,31.268581427541772,31.268581427541772,31.268581427541772,2026-09-13,2026-09-14,2026-09-15
Mandi Angin Barat,village,-3.48824,114.93172,KALIMANTAN SELATAN,18.209758758544922,19.976768493652344,17.978206634521484,30.053324648942382,30.053324648942382,30.053324648942382,2026-09-13,2026-09-14,2026-09-15
Tewang Manyangen,village,-1.71377,113.28725,KALIMANTAN TENGAH,94.94989776611328,95.90225219726562,75.31014251708984,20.86825934517057,20.86825934517057,20.86825934517057,2026-09-13,2026-09-14,2026-09-15
Jembatan Merah,village,-2.80979,115.28977,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,24.357347832470456,24.357347832470456,24.357347832470456,2026-09-13,2026-09-14,2026-09-15
Riam Adungan,village,-3.69636,115.16049,KALIMANTAN SELATAN,18.209758758544922,19.976768493652344,17.978206634521484,6.724367253083531,6.724367253083531,6.724367253083531,2026-09-13,2026-09-14,2026-09-15
Mangkayahu,village,-2.31196,115.5013,KALIMANTAN SELATAN,28.076753616333008,29.007997512817383,26.758045196533203,16.59065323586534,16.59065323586534,16.59065323586534,2026-09-13,2026-09-14,2026-09-15
Tangkawang Baru,village,-2.92266,115.11744,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,24.834310149407308,24.834310149407308,24.834310149407308,2026-09-13,2026-09-14,2026-09-15
Tanta Hulu,village,-2.19485,115.3786,KALIMANTAN SELATAN,28.076753616333008,29.007997512817383,26.758045196533203,24.6071175103917,24.6071175103917,24.6071175103917,2026-09-13,2026-09-14,2026-09-15
Sungai Tabuk,village,-2.34017,115.37375,KALIMANTAN SELATAN,28.076753616333008,29.007997512817383,26.758045196533203,29.57792408566153,29.57792408566153,29.57792408566153,2026-09-13,2026-09-14,2026-09-15
Baliangin,village,-3.21782,115.12522,KALIMANTAN SELATAN,16.431550979614258,16.353246688842773,15.648253440856934,3.4301567725956947,3.4301567725956947,3.4301567725956947,2026-09-13,2026-09-14,2026-09-15
Gunung Ulin,village,-3.3803,114.9691,KALIMANTAN SELATAN,16.431550979614258,16.353246688842773,15.648253440856934,24.76090204764495,24.76090204764495,24.76090204764495,2026-09-13,2026-09-14,2026-09-15
Pudak Setegal,village,-2.28693,115.29492,KALIMANTAN SELATAN,38.03718948364258,40.38291931152344,35.530086517333984,23.71670809551908,23.71670809551908,23.71670809551908,2026-09-13,2026-09-14,2026-09-15
Tampulang,village,-2.45411,114.8792,KALIMANTAN TENGAH,23.020580291748047,24.120656967163086,22.515501022338867,36.73068121624911,36.73068121624911,36.73068121624911,2026-09-13,2026-09-14,2026-09-15
Jamil,village,-2.64324,115.28756,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,21.76809809561119,21.76809809561119,21.76809809561119,2026-09-13,2026-09-14,2026-09-15
Purui,village,-1.88542,115.68171,KALIMANTAN SELATAN,30.28630256652832,31.8089599609375,28.846105575561523,22.529135072700107,22.529135072700107,22.529135072700107,2026-09-13,2026-09-14,2026-09-15
Cempaka Putih,village,-1.886,112.85636,KALIMANTAN TENGAH,94.94989776611328,95.90225219726562,75.31014251708984,34.073268998736296,34.073268998736296,34.073268998736296,2026-09-13,2026-09-14,2026-09-15
Lok Tunggul,village,-3.31166,115.08491,KALIMANTAN SELATAN,16.431550979614258,16.353246688842773,15.648253440856934,12.528529879544386,12.528529879544386,12.528529879544386,2026-09-13,2026-09-14,2026-09-15
Bambulung,village,-1.80349,115.05111,KALIMANTAN TENGAH,27.817581176757812,30.54894256591797,29.613924026489258,12.725955967034771,12.725955967034771,12.725955967034771,2026-09-13,2026-09-14,2026-09-15
Teluk Betung,village,-2.46356,115.20977,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,28.980917850219434,28.980917850219434,28.980917850219434,2026-09-13,2026-09-14,2026-09-15
Paharangan,village,-2.56504,115.14303,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,15.749643919994938,15.749643919994938,15.749643919994938,2026-09-13,2026-09-14,2026-09-15
Pamalongan,village,-3.82895,114.88085,KALIMANTAN SELATAN,18.209758758544922,19.976768493652344,17.978206634521484,28.228574884040935,28.228574884040935,28.228574884040935,2026-09-13,2026-09-14,2026-09-15
Murung Jambu,village,-2.33483,115.42233,KALIMANTAN SELATAN,28.076753616333008,29.007997512817383,26.758045196533203,24.788322839339106,24.788322839339106,24.788322839339106,2026-09-13,2026-09-14,2026-09-15
Binaan Baru,village,-3.11953,114.5939,KALIMANTAN SELATAN,15.926102638244629,15.784262657165527,15.235569953918457,8.973449760590189,8.973449760590189,8.973449760590189,2026-09-13,2026-09-14,2026-09-15
Piyait,village,-2.40241,115.5572,KALIMANTAN SELATAN,28.076753616333008,29.007997512817383,26.758045196533203,23.003834000604904,23.003834000604904,23.003834000604904,2026-09-13,2026-09-14,2026-09-15
Lamunti Permai,village,-2.60448,114.45378,KALIMANTAN TENGAH,76.9248275756836,77.1903305053711,54.65557861328125,19.406166299613712,19.406166299613712,19.406166299613712,2026-09-13,2026-09-14,2026-09-15
Handil Bakti,village,-3.27573,114.60301,KALIMANTAN SELATAN,15.926102638244629,15.784262657165527,15.235569953918457,8.427419472752886,8.427419472752886,8.427419472752886,2026-09-13,2026-09-14,2026-09-15
Tayur,village,-2.34703,115.31772,KALIMANTAN SELATAN,38.03718948364258,40.38291931152344,35.530086517333984,29.19691594367462,29.19691594367462,29.19691594367462,2026-09-13,2026-09-14,2026-09-15
Kalanis,village,-2.26407,114.89938,KALIMANTAN TENGAH,38.03718948364258,40.38291931152344,35.530086517333984,23.401789301323564,23.401789301323564,23.401789301323564,2026-09-13,2026-09-14,2026-09-15
Datar Ajab,village,-2.64905,115.53614,KALIMANTAN SELATAN,22.461748123168945,22.469768524169922,20.44804573059082,9.077976073366367,9.077976073366367,9.077976073366367,2026-09-13,2026-09-14,2026-09-15
Mulya Agung,village,-1.61295,112.67506,KALIMANTAN TENGAH,55.161598205566406,56.58595657348633,48.000736236572266,12.77871002773323,12.77871002773323,12.77871002773323,2026-09-13,2026-09-14,2026-09-15
Tanjung Harapan,village,-1.80209,112.65573,KALIMANTAN TENGAH,55.161598205566406,56.58595657348633,48.000736236572266,12.931783629921018,12.931783629921018,12.931783629921018,2026-09-13,2026-09-14,2026-09-15
Gudang Tengah,village,-3.32678,114.71104,KALIMANTAN SELATAN,15.926102638244629,15.784262657165527,15.235569953918457,18.72672081967403,18.72672081967403,18.72672081967403,2026-09-13,2026-09-14,2026-09-15
Ramang,village,-1.72339,113.92401,KALIMANTAN TENGAH,265.3402099609375,213.3854522705078,160.1151885986328,19.732615803004972,19.732615803004972,19.732615803004972,2026-09-13,2026-09-14,2026-09-15
Tambak Anyar Ulu,village,-3.39034,114.87486,KALIMANTAN SELATAN,16.431550979614258,16.353246688842773,15.648253440856934,32.750599876993334,32.750599876993334,32.750599876993334,2026-09-13,2026-09-14,2026-09-15
Telaga Langsat,village,-2.72959,115.32801,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,25.537942148530284,25.537942148530284,25.537942148530284,2026-09-13,2026-09-14,2026-09-15
Puntik Dalam,village,-3.17432,114.62988,KALIMANTAN SELATAN,15.926102638244629,15.784262657165527,15.235569953918457,4.377066501281242,4.377066501281242,4.377066501281242,2026-09-13,2026-09-14,2026-09-15
Bintang Ara,village,-1.96924,115.44438,KALIMANTAN SELATAN,28.076753616333008,29.007997512817383,26.758045196533203,30.94251036967255,30.94251036967255,30.94251036967255,2026-09-13,2026-09-14,2026-09-15
Timpah,village,-1.72506,114.47703,KALIMANTAN TENGAH,212.4226837158203,196.1573944091797,161.4461669921875,13.948701783622544,13.948701783622544,13.948701783622544,2026-09-13,2026-09-14,2026-09-15
Sidorejo,village,-3.32985,114.4644,KALIMANTAN SELATAN,15.926102638244629,15.784262657165527,15.235569953918457,20.858678314576622,20.858678314576622,20.858678314576622,2026-09-13,2026-09-14,2026-09-15
Teluk Sinar,village,-2.50322,115.17246,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,23.314369712261445,23.314369712261445,23.314369712261445,2026-09-13,2026-09-14,2026-09-15
Peramasan Dua Kali Sanga,village,-2.86434,115.81559,KALIMANTAN SELATAN,22.461748123168945,22.469768524169922,20.44804573059082,30.120722105068154,30.120722105068154,30.120722105068154,2026-09-13,2026-09-14,2026-09-15
Babai,village,-2.55392,115.37489,KALIMANTAN SELATAN,22.461748123168945,22.469768524169922,20.44804573059082,29.817537022803403,29.817537022803403,29.817537022803403,2026-09-13,2026-09-14,2026-09-15
Cempaka,village,-3.48706,114.85338,KALIMANTAN SELATAN,18.209758758544922,19.976768493652344,17.978206634521484,36.18978234141456,36.18978234141456,36.18978234141456,2026-09-13,2026-09-14,2026-09-15
Parebok,village,-2.93348,112.98884,KALIMANTAN TENGAH,47.060035705566406,49.39460372924805,40.171051025390625,28.747619679270557,28.747619679270557,28.747619679270557,2026-09-13,2026-09-14,2026-09-15
Shabah,village,-2.98187,115.16985,KALIMANTAN SELATAN,16.431550979614258,16.353246688842773,15.648253440856934,25.46473748498802,25.46473748498802,25.46473748498802,2026-09-13,2026-09-14,2026-09-15
Jahanjang,village,-2.32109,113.44411,KALIMANTAN TENGAH,317.74346923828125,252.0708770751953,189.87608337402344,21.93858216344688,21.93858216344688,21.93858216344688,2026-09-13,2026-09-14,2026-09-15
Tanjung Selor,village,-2.68898,115.04792,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,5.912990955159886,5.912990955159886,5.912990955159886,2026-09-13,2026-09-14,2026-09-15
Teluk Mampun,village,-1.59935,114.83781,KALIMANTAN TENGAH,212.4226837158203,196.1573944091797,161.4461669921875,28.70404675658527,28.70404675658527,28.70404675658527,2026-09-13,2026-09-14,2026-09-15
Liyu,village,-2.16627,115.62592,KALIMANTAN SELATAN,28.076753616333008,29.007997512817383,26.758045196533203,4.728837130066477,4.728837130066477,4.728837130066477,2026-09-13,2026-09-14,2026-09-15
Matang Batas,village,-3.16532,115.13795,KALIMANTAN SELATAN,16.431550979614258,16.353246688842773,15.648253440856934,5.711638195580364,5.711638195580364,5.711638195580364,2026-09-13,2026-09-14,2026-09-15
Tamban Baru Tengah,village,-3.24276,114.39806,KALIMANTAN TENGAH,15.926102638244629,15.784262657165527,15.235569953918457,22.917866739648794,22.917866739648794,22.917866739648794,2026-09-13,2026-09-14,2026-09-15
Wayau,village,-2.11047,115.40661,KALIMANTAN SELATAN,28.076753616333008,29.007997512817383,26.758045196533203,23.682799504495446,23.682799504495446,23.682799504495446,2026-09-13,2026-09-14,2026-09-15
Bungai Jaya,village,-2.93463,114.31498,KALIMANTAN TENGAH,132.67840576171875,127.93132781982422,90.61972045898438,35.365566776706835,35.365566776706835,35.365566776706835,2026-09-13,2026-09-14,2026-09-15
Tambak Baru Ulu,village,-3.38875,114.88453,KALIMANTAN SELATAN,16.431550979614258,16.353246688842773,15.648253440856934,31.82206127260783,31.82206127260783,31.82206127260783,2026-09-13,2026-09-14,2026-09-15
Tapuk,village,-2.47059,115.47045,KALIMANTAN SELATAN,22.461748123168945,22.469768524169922,20.44804573059082,29.288410361300155,29.288410361300155,29.288410361300155,2026-09-13,2026-09-14,2026-09-15
Sungai Paring,village,-3.43385,114.84812,KALIMANTAN SELATAN,15.926102638244629,15.784262657165527,15.235569953918457,37.87867490508999,37.87867490508999,37.87867490508999,2026-09-13,2026-09-14,2026-09-15
Pajukungan,village,-2.60002,115.35452,KALIMANTAN SELATAN,22.461748123168945,22.469768524169922,20.44804573059082,29.44621346759285,29.44621346759285,29.44621346759285,2026-09-13,2026-09-14,2026-09-15
Kurau,village,-3.59182,114.61869,KALIMANTAN SELATAN,15.094056129455566,15.087082862854004,15.016464233398438,12.206557405159975,12.206557405159975,12.206557405159975,2026-09-13,2026-09-14,2026-09-15
Parit,village,-2.15406,112.98665,KALIMANTAN TENGAH,144.55299377441406,135.25347900390625,102.7466049194336,13.591352321123143,13.591352321123143,13.591352321123143,2026-09-13,2026-09-14,2026-09-15
Suato Tatakan,village,-3.07032,115.10568,KALIMANTAN SELATAN,16.431550979614258,16.353246688842773,15.648253440856934,14.433541918411,14.433541918411,14.433541918411,2026-09-13,2026-09-14,2026-09-15
Wonorejo,village,-3.43686,115.77646,KALIMANTAN SELATAN,19.101057052612305,20.058040618896484,19.123323440551758,32.82349405572865,32.82349405572865,32.82349405572865,2026-09-13,2026-09-14,2026-09-15
Cakru,village,-2.40791,115.2604,KALIMANTAN SELATAN,38.03718948364258,40.38291931152344,35.530086517333984,29.19012336465204,29.19012336465204,29.19012336465204,2026-09-13,2026-09-14,2026-09-15
Tangkiling,village,-1.9789,113.76035,KALIMANTAN TENGAH,317.74346923828125,252.0708770751953,189.87608337402344,30.363163069937958,30.363163069937958,30.363163069937958,2026-09-13,2026-09-14,2026-09-15
Bahalayung,village,-2.96651,114.7785,KALIMANTAN SELATAN,15.926102638244629,15.784262657165527,15.235569953918457,32.66323420731368,32.66323420731368,32.66323420731368,2026-09-13,2026-09-14,2026-09-15
Harapan Baru,village,-2.71192,114.64311,KALIMANTAN TENGAH,76.9248275756836,77.1903305053711,54.65557861328125,4.968331048483178,4.968331048483178,4.968331048483178,2026-09-13,2026-09-14,2026-09-15
Sungai Arfat,village,-3.40369,114.91165,KALIMANTAN SELATAN,16.431550979614258,16.353246688842773,15.648253440856934,30.82479336034567,30.82479336034567,30.82479336034567,2026-09-13,2026-09-14,2026-09-15
Tahai Baru,village,-3.0558,114.21637,KALIMANTAN TENGAH,70.93930053710938,75.21639251708984,54.381629943847656,20.592174798217716,20.592174798217716,20.592174798217716,2026-09-13,2026-09-14,2026-09-15
Ujung Murung,village,-2.44104,115.23934,KALIMANTAN SELATAN,38.03718948364258,40.38291931152344,35.530086517333984,30.952173571649656,30.952173571649656,30.952173571649656,2026-09-13,2026-09-14,2026-09-15
Awang Bangkal Timur,village,-3.48618,114.97707,KALIMANTAN SELATAN,18.209758758544922,19.976768493652344,17.978206634521484,27.411614754522287,27.411614754522287,27.411614754522287,2026-09-13,2026-09-14,2026-09-15
Luwuk Kiri,village,-1.97543,113.42568,KALIMANTAN TENGAH,317.74346923828125,252.0708770751953,189.87608337402344,31.603386325507458,31.603386325507458,31.603386325507458,2026-09-13,2026-09-14,2026-09-15
Baluti,village,-2.79979,115.26803,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,21.712110180759446,21.712110180759446,21.712110180759446,2026-09-13,2026-09-14,2026-09-15
Pahandut Seberang,village,-2.19943,113.93453,KALIMANTAN TENGAH,406.4787902832031,322.5235595703125,241.16561889648438,18.385975347315167,18.385975347315167,18.385975347315167,2026-09-13,2026-09-14,2026-09-15
Masta,village,-2.86804,115.10477,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,18.692704189981555,18.692704189981555,18.692704189981555,2026-09-13,2026-09-14,2026-09-15
Hanjak Maju,village,-2.75575,114.31798,KALIMANTAN TENGAH,132.67840576171875,127.93132781982422,90.61972045898438,24.99183962172347,24.99183962172347,24.99183962172347,2026-09-13,2026-09-14,2026-09-15
Sukadamai,village,-3.25683,115.76088,KALIMANTAN SELATAN,19.101057052612305,20.058040618896484,19.123323440551758,18.945583815230158,18.945583815230158,18.945583815230158,2026-09-13,2026-09-14,2026-09-15
Bayan Sari,village,-3.68506,115.60053,KALIMANTAN SELATAN,14.280933380126953,14.464364051818848,13.756007194519043,1.6622928789294198,1.6622928789294198,1.6622928789294198,2026-09-13,2026-09-14,2026-09-15
Gunung Batu,village,-3.22944,115.09164,KALIMANTAN SELATAN,16.431550979614258,16.353246688842773,15.648253440856934,3.4026072954162196,3.4026072954162196,3.4026072954162196,2026-09-13,2026-09-14,2026-09-15
Tambak Bitin,village,-2.62529,115.1043,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,8.321091777778117,8.321091777778117,8.321091777778117,2026-09-13,2026-09-14,2026-09-15
Manarap,village,-2.45918,115.14765,KALIMANTAN SELATAN,23.020580291748047,24.120656967163086,22.515501022338867,27.296076661747495,27.296076661747495,27.296076661747495,2026-09-13,2026-09-14,2026-09-15
Gaung Baru,village,-1.77515,113.71832,KALIMANTAN TENGAH,175.66688537597656,157.63479614257812,128.35360717773438,15.58089384925107,15.58089384925107,15.58089384925107,2026-09-13,2026-09-14,2026-09-15
Terusan Raya,village,-3.15926,114.29015,KALIMANTAN TENGAH,70.93930053710938,75.21639251708984,54.381629943847656,21.591732841929446,21.591732841929446,21.591732841929446,2026-09-13,2026-09-14,2026-09-15
